"gene_id" "chromosome" "geneStart"
"5537" "ENSG00000125447.12" "chr17" 73232694
"5538" "ENSG00000125449.2" "chr17" 73106047
"5539" "ENSG00000125450.6" "chr17" 73201754
"5540" "ENSG00000125454.7" "chr17" 73269073
"5541" "ENSG00000125457.9" "chr17" 73262309
"5542" "ENSG00000125458.2" "chr17" 73126320
"5543" "ENSG00000125459.10" "chr1" 155579979
"5544" "ENSG00000125462.12" "chr1" 156374042
"5545" "ENSG00000125482.8" "chr9" 135251008
"5546" "ENSG00000125484.7" "chr9" 135545422
"5547" "ENSG00000125485.13" "chr9" 135468384
"5548" "ENSG00000125492.5" "chr9" 135457572
"5549" "ENSG00000125498.15" "chr19" 55281263
"5550" "ENSG00000125503.8" "chr19" 55602281
"5551" "ENSG00000125505.12" "chr19" 54677107
"5552" "ENSG00000125508.3" "chr20" 62172163
"5553" "ENSG00000125510.11" "chr20" 62711526
"5554" "ENSG00000125520.9" "chr20" 62371214
"5555" "ENSG00000125522.3" "chr20" 62737173
"5556" "ENSG00000125531.5" "chr20" 62184373
"5557" "ENSG00000125533.4" "chr20" 61637331
"5558" "ENSG00000125534.5" "chr20" 62152077
"5559" "ENSG00000125538.7" "chr2" 113587328
"5560" "ENSG00000125551.14" "chr2" 88047606
"5561" "ENSG00000125571.5" "chr2" 113670548
"5562" "ENSG00000125611.11" "chr2" 113341817
"5563" "ENSG00000125618.12" "chr2" 113973574
"5564" "ENSG00000125629.10" "chr2" 118846028
"5565" "ENSG00000125630.11" "chr2" 113299492
"5566" "ENSG00000125633.6" "chr2" 118673054
"5567" "ENSG00000125637.11" "chr2" 113914902
"5568" "ENSG00000125648.10" "chr19" 6436090
"5569" "ENSG00000125650.4" "chr19" 6375159
"5570" "ENSG00000125651.9" "chr19" 6379580
"5571" "ENSG00000125652.3" "chr19" 6372444
"5572" "ENSG00000125656.4" "chr19" 6361463
"5573" "ENSG00000125657.3" "chr19" 6531010
"5574" "ENSG00000125675.13" "chrX" 122318006
"5575" "ENSG00000125676.15" "chrX" 122734412
"5576" "ENSG00000125686.7" "chr17" 37560538
"5577" "ENSG00000125691.8" "chr17" 37004118
"5578" "ENSG00000125695.12" "chr17" 61780205
"5579" "ENSG00000125703.10" "chr1" 63249806
"5580" "ENSG00000125726.6" "chr19" 6583194
"5581" "ENSG00000125730.12" "chr19" 6677715
"5582" "ENSG00000125731.8" "chr19" 6752171
"5583" "ENSG00000125733.13" "chr19" 6737936
"5584" "ENSG00000125734.9" "chr19" 6729925
"5585" "ENSG00000125735.6" "chr19" 6663148
"5586" "ENSG00000125740.9" "chr19" 45971253
"5587" "ENSG00000125741.4" "chr19" 46030685
"5588" "ENSG00000125743.6" "chr19" 46190712
"5589" "ENSG00000125744.7" "chr19" 45988547
"5590" "ENSG00000125746.10" "chr19" 46110252
"5591" "ENSG00000125753.9" "chr19" 46009837
"5592" "ENSG00000125755.14" "chr19" 46318668
"5593" "ENSG00000125772.8" "chr20" 5525085
"5594" "ENSG00000125775.10" "chr20" 1290619
"5595" "ENSG00000125779.17" "chr20" 3869486
"5596" "ENSG00000125780.11" "chr20" 2276647
"5597" "ENSG00000125787.7" "chr20" 3024268
"5598" "ENSG00000125798.10" "chr20" 22561643
"5599" "ENSG00000125810.9" "chr20" 23059986
"5600" "ENSG00000125812.11" "chr20" 23342787
"5601" "ENSG00000125813.9" "chr20" 21686297
"5602" "ENSG00000125814.13" "chr20" 23355159
"5603" "ENSG00000125815.4" "chr20" 23471738
"5604" "ENSG00000125816.4" "chr20" 21376005
"5605" "ENSG00000125817.7" "chr20" 3764498
"5606" "ENSG00000125818.13" "chr20" 1093906
"5607" "ENSG00000125820.5" "chr20" 21491648
"5608" "ENSG00000125821.7" "chr20" 18568537
"5609" "ENSG00000125823.8" "chr20" 23420322
"5610" "ENSG00000125827.4" "chr20" 7957995
"5611" "ENSG00000125831.5" "chr20" 23431040
"5612" "ENSG00000125834.8" "chr20" 2082257
"5613" "ENSG00000125835.13" "chr20" 2442280
"5614" "ENSG00000125843.6" "chr20" 3801178
"5615" "ENSG00000125844.11" "chr20" 17594323
"5616" "ENSG00000125845.6" "chr20" 6748311
"5617" "ENSG00000125846.11" "chr20" 18269121
"5618" "ENSG00000125848.9" "chr20" 14303634
"5619" "ENSG00000125850.6" "chr20" 17937623
"5620" "ENSG00000125851.5" "chr20" 17206752
"5621" "ENSG00000125861.10" "chr20" 3639939
"5622" "ENSG00000125863.13" "chr20" 10381657
"5623" "ENSG00000125864.7" "chr20" 17474550
"5624" "ENSG00000125868.11" "chr20" 17550508
"5625" "ENSG00000125869.5" "chr20" 9495005
"5626" "ENSG00000125870.6" "chr20" 16710606
"5627" "ENSG00000125871.9" "chr20" 17949556
"5628" "ENSG00000125872.7" "chr20" 6021424
"5629" "ENSG00000125877.8" "chr20" 3189514
"5630" "ENSG00000125879.4" "chr20" 16729003
"5631" "ENSG00000125885.9" "chr20" 5931298
"5632" "ENSG00000125888.10" "chr20" 17674317
"5633" "ENSG00000125895.5" "chr20" 1161205
"5634" "ENSG00000125899.6" "chr20" 11008408
"5635" "ENSG00000125900.8" "chr20" 1514897
"5636" "ENSG00000125901.5" "chr20" 3026591
"5637" "ENSG00000125910.4" "chr19" 3172344
"5638" "ENSG00000125912.6" "chr19" 3185561
"5639" "ENSG00000125931.6" "chrX" 71521488
"5640" "ENSG00000125944.14" "chr1" 23630264
"5641" "ENSG00000125945.10" "chr1" 23685941
"5642" "ENSG00000125952.14" "chr14" 65472892
"5643" "ENSG00000125954.8" "chr14" 65381203
"5644" "ENSG00000125962.10" "chrX" 101854096
"5645" "ENSG00000125965.4" "chr20" 34021145
"5646" "ENSG00000125966.8" "chr20" 33814457
"5647" "ENSG00000125967.12" "chr20" 32244893
"5648" "ENSG00000125968.7" "chr20" 30193086
"5649" "ENSG00000125970.7" "chr20" 32581452
"5650" "ENSG00000125971.12" "chr20" 33104214
"5651" "ENSG00000125975.9" "chr20" 34111014
"5652" "ENSG00000125977.6" "chr20" 32676104
"5653" "ENSG00000125991.14" "chr20" 34129770
"5654" "ENSG00000125995.11" "chr20" 34287194
"5655" "ENSG00000125998.7" "chr20" 33873534
"5656" "ENSG00000125999.6" "chr20" 31861286
"5657" "ENSG00000126001.11" "chr20" 34042985
"5658" "ENSG00000126003.6" "chr20" 30780306
"5659" "ENSG00000126010.5" "chrX" 16141679
"5660" "ENSG00000126012.7" "chrX" 53220503
"5661" "ENSG00000126016.9" "chrX" 112017731
"5662" "ENSG00000126062.3" "chr3" 50392180
"5663" "ENSG00000126067.7" "chr1" 36067185
"5664" "ENSG00000126070.14" "chr1" 36396319
"5665" "ENSG00000126088.8" "chr1" 45477819
"5666" "ENSG00000126091.15" "chr1" 44171495
"5667" "ENSG00000126106.9" "chr1" 45100910
"5668" "ENSG00000126107.10" "chr1" 45468212
"5669" "ENSG00000126214.16" "chr14" 104028233
"5670" "ENSG00000126215.9" "chr14" 104163946
"5671" "ENSG00000126216.8" "chr13" 113139325
"5672" "ENSG00000126217.16" "chr13" 113548692
"5673" "ENSG00000126218.7" "chr13" 113777128
"5674" "ENSG00000126226.17" "chr13" 113831891
"5675" "ENSG00000126231.9" "chr13" 113812968
"5676" "ENSG00000126233.1" "chr8" 143822362
"5677" "ENSG00000126243.4" "chr19" 36426260
"5678" "ENSG00000126246.5" "chr19" 36230058
"5679" "ENSG00000126247.6" "chr19" 36630477
"5680" "ENSG00000126249.3" "chr19" 34895289
"5681" "ENSG00000126251.5" "chr19" 35861831
"5682" "ENSG00000126254.7" "chr19" 36119932
"5683" "ENSG00000126259.15" "chr19" 36346763
"5684" "ENSG00000126261.8" "chr19" 34919257
"5685" "ENSG00000126262.4" "chr19" 35934809
"5686" "ENSG00000126264.5" "chr19" 36393382
"5687" "ENSG00000126266.2" "chr19" 35842445
"5688" "ENSG00000126267.4" "chr19" 36139125
"5689" "ENSG00000126337.9" "chr17" 39642388
"5690" "ENSG00000126351.8" "chr17" 38214543
"5691" "ENSG00000126353.3" "chr17" 38710021
"5692" "ENSG00000126368.5" "chr17" 38249040
"5693" "ENSG00000126391.9" "chr11" 65154070
"5694" "ENSG00000126432.9" "chr11" 64085560
"5695" "ENSG00000126453.5" "chr19" 50168823
"5696" "ENSG00000126456.11" "chr19" 50162826
"5697" "ENSG00000126457.16" "chr19" 50179043
"5698" "ENSG00000126458.3" "chr19" 50138549
"5699" "ENSG00000126460.6" "chr19" 50083903
"5700" "ENSG00000126461.10" "chr19" 50145382
"5701" "ENSG00000126464.9" "chr19" 50094900
"5702" "ENSG00000126467.6" "chr19" 50243010
"5703" "ENSG00000126500.3" "chr11" 63870660
"5704" "ENSG00000126522.12" "chr7" 65540785
"5705" "ENSG00000126524.5" "chr7" 66452664
"5706" "ENSG00000126545.9" "chr4" 70796799
"5707" "ENSG00000126549.5" "chr4" 70861647
"5708" "ENSG00000126550.4" "chr4" 70916119
"5709" "ENSG00000126561.12" "chr17" 40439565
"5710" "ENSG00000126562.12" "chr17" 40932696
"5711" "ENSG00000126581.8" "chr17" 40962152
"5712" "ENSG00000126583.6" "chr19" 54382444
"5713" "ENSG00000126602.6" "chr16" 3701640
"5714" "ENSG00000126603.4" "chr16" 4364762
"5715" "ENSG00000126653.11" "chr17" 28442539
"5716" "ENSG00000126698.6" "chr1" 28525967
"5717" "ENSG00000126705.9" "chr1" 27860546
"5718" "ENSG00000126709.10" "chr1" 27992572
"5719" "ENSG00000126733.16" "chrX" 85403462
"5720" "ENSG00000126746.13" "chr12" 6775643
"5721" "ENSG00000126749.10" "chr12" 7072408
"5722" "ENSG00000126752.7" "chrX" 48114752
"5723" "ENSG00000126756.7" "chrX" 47511197
"5724" "ENSG00000126759.8" "chrX" 47483612
"5725" "ENSG00000126767.13" "chrX" 47494920
"5726" "ENSG00000126768.8" "chrX" 48750730
"5727" "ENSG00000126773.8" "chr14" 60558629
"5728" "ENSG00000126775.8" "chr14" 55833110
"5729" "ENSG00000126777.13" "chr14" 56025790
"5730" "ENSG00000126778.7" "chr14" 61110133
"5731" "ENSG00000126785.8" "chr14" 63670832
"5732" "ENSG00000126787.8" "chr14" 55614830
"5733" "ENSG00000126790.7" "chr14" 59927081
"5734" "ENSG00000126803.8" "chr14" 65002623
"5735" "ENSG00000126804.9" "chr14" 64970430
"5736" "ENSG00000126814.6" "chr14" 61438169
"5737" "ENSG00000126821.7" "chr14" 64150932
"5738" "ENSG00000126822.11" "chr14" 65170820
"5739" "ENSG00000126838.5" "chr12" 9301436
"5740" "ENSG00000126858.12" "chr17" 30469473
"5741" "ENSG00000126860.7" "chr17" 29644578
"5742" "ENSG00000126861.4" "chr17" 29599031
"5743" "ENSG00000126870.11" "chr7" 158649269
"5744" "ENSG00000126878.8" "chr9" 133971863
"5745" "ENSG00000126882.8" "chr9" 134133463
"5746" "ENSG00000126883.12" "chr9" 134000948
"5747" "ENSG00000126890.13" "chrX" 153880246
"5748" "ENSG00000126895.9" "chrX" 153167985
"5749" "ENSG00000126903.11" "chrX" 153715645
"5750" "ENSG00000126934.9" "chr19" 4090319
"5751" "ENSG00000126945.8" "chrX" 100663283
"5752" "ENSG00000126947.7" "chrX" 100805514
"5753" "ENSG00000126950.7" "chrX" 100333709
"5754" "ENSG00000126952.12" "chrX" 101087085
"5755" "ENSG00000126953.5" "chrX" 100600649
"5756" "ENSG00000126970.11" "chrX" 64136250
"5757" "ENSG00000127022.10" "chr5" 179105629
"5758" "ENSG00000127054.14" "chr1" 1246965
"5759" "ENSG00000127074.10" "chr1" 192605275
"5760" "ENSG00000127080.5" "chr9" 95375466
"5761" "ENSG00000127081.9" "chr9" 95607874
"5762" "ENSG00000127083.7" "chr9" 95176527
"5763" "ENSG00000127084.13" "chr9" 95709733
"5764" "ENSG00000127124.9" "chr1" 41972036
"5765" "ENSG00000127125.7" "chr1" 42921788
"5766" "ENSG00000127129.5" "chr1" 41944446
"5767" "ENSG00000127152.13" "chr14" 99635624
"5768" "ENSG00000127184.6" "chr5" 85913721
"5769" "ENSG00000127191.13" "chr9" 139776364
"5770" "ENSG00000127220.5" "chr19" 17402940
"5771" "ENSG00000127241.12" "chr3" 186935942
"5772" "ENSG00000127249.10" "chr3" 193119866
"5773" "ENSG00000127252.4" "chr3" 192958914
"5774" "ENSG00000127311.5" "chr12" 66696325
"5775" "ENSG00000127314.13" "chr12" 69004619
"5776" "ENSG00000127318.6" "chr12" 68642022
"5777" "ENSG00000127324.4" "chr12" 71518865
"5778" "ENSG00000127325.14" "chr12" 70037140
"5779" "ENSG00000127328.17" "chr12" 70132461
"5780" "ENSG00000127329.10" "chr12" 70910630
"5781" "ENSG00000127334.10" "chr12" 68042118
"5782" "ENSG00000127337.2" "chr12" 69753483
"5783" "ENSG00000127362.2" "chr7" 141463897
"5784" "ENSG00000127364.2" "chr7" 141478242
"5785" "ENSG00000127366.4" "chr7" 141490017
"5786" "ENSG00000127377.4" "chr7" 151125921
"5787" "ENSG00000127399.10" "chr7" 150019728
"5788" "ENSG00000127412.2" "chr7" 142605267
"5789" "ENSG00000127423.6" "chr1" 26158414
"5790" "ENSG00000127445.9" "chr19" 9945933
"5791" "ENSG00000127452.4" "chr19" 9920943
"5792" "ENSG00000127463.9" "chr1" 19542158
"5793" "ENSG00000127472.6" "chr1" 20354672
"5794" "ENSG00000127481.10" "chr1" 19401000
"5795" "ENSG00000127483.13" "chr1" 21069154
"5796" "ENSG00000127507.13" "chr19" 14843205
"5797" "ENSG00000127511.5" "chr19" 16940211
"5798" "ENSG00000127515.1" "chr19" 14951760
"5799" "ENSG00000127526.9" "chr19" 16660642
"5800" "ENSG00000127527.9" "chr19" 16466050
"5801" "ENSG00000127528.5" "chr19" 16435628
"5802" "ENSG00000127529.7" "chr19" 15052301
"5803" "ENSG00000127530.2" "chr19" 14909958
"5804" "ENSG00000127533.3" "chr19" 16999671
"5805" "ENSG00000127540.7" "chr19" 1578338
"5806" "ENSG00000127554.12" "chr16" 2034208
"5807" "ENSG00000127561.10" "chr16" 2039661
"5808" "ENSG00000127564.12" "chr16" 3018025
"5809" "ENSG00000127603.19" "chr1" 39546988
"5810" "ENSG00000127616.13" "chr19" 11071598
"5811" "ENSG00000127663.10" "chr19" 4969125
"5812" "ENSG00000127666.8" "chr19" 4815944
"5813" "ENSG00000127720.3" "chr12" 82752276
"5814" "ENSG00000127743.5" "chr5" 148750887
"5815" "ENSG00000127774.6" "chr17" 3572109
"5816" "ENSG00000127780.3" "chr17" 3336164
"5817" "ENSG00000127804.8" "chr17" 2308856
"5818" "ENSG00000127824.9" "chr2" 220114433
"5819" "ENSG00000127831.6" "chr2" 219283815
"5820" "ENSG00000127837.5" "chr2" 219128850
"5821" "ENSG00000127838.9" "chr2" 219135115
"5822" "ENSG00000127863.11" "chr13" 24144509
"5823" "ENSG00000127870.12" "chr13" 26706253
"5824" "ENSG00000127903.12" "chr19" 57174020
"5825" "ENSG00000127914.12" "chr7" 91570181
"5826" "ENSG00000127920.5" "chr7" 93551011
"5827" "ENSG00000127922.5" "chr7" 96110938
"5828" "ENSG00000127928.8" "chr7" 93220885
"5829" "ENSG00000127946.12" "chr7" 75162621
"5830" "ENSG00000127947.11" "chr7" 77166592
"5831" "ENSG00000127948.9" "chr7" 75528518
"5832" "ENSG00000127951.5" "chr7" 76822688
"5833" "ENSG00000127952.12" "chr7" 75625656
"5834" "ENSG00000127954.8" "chr7" 87905744
"5835" "ENSG00000127955.11" "chr7" 79763271
"5836" "ENSG00000127980.11" "chr7" 92116334
"5837" "ENSG00000127989.9" "chr7" 91321323
"5838" "ENSG00000127990.11" "chr7" 94214542
"5839" "ENSG00000127993.10" "chr7" 92158087
"5840" "ENSG00000127995.12" "chr7" 94138531
"5841" "ENSG00000128000.11" "chr19" 40534167
"5842" "ENSG00000128011.4" "chr19" 39797208
"5843" "ENSG00000128016.4" "chr19" 39897453
"5844" "ENSG00000128039.6" "chr4" 56212276
"5845" "ENSG00000128040.6" "chr4" 57676026
"5846" "ENSG00000128045.5" "chr4" 53728457
"5847" "ENSG00000128050.4" "chr4" 57301907
"5848" "ENSG00000128052.8" "chr4" 55944644
"5849" "ENSG00000128059.4" "chr4" 57259528
"5850" "ENSG00000128159.7" "chr22" 50656118
"5851" "ENSG00000128165.7" "chr22" 50919985
"5852" "ENSG00000128185.5" "chr22" 20301799
"5853" "ENSG00000128191.9" "chr22" 20067755
"5854" "ENSG00000128203.6" "chr22" 26825239
"5855" "ENSG00000128218.7" "chr22" 24094930
"5856" "ENSG00000128228.4" "chr22" 21996550
"5857" "ENSG00000128242.8" "chr22" 30950622
"5858" "ENSG00000128245.10" "chr22" 32340447
"5859" "ENSG00000128250.5" "chr22" 29834572
"5860" "ENSG00000128253.9" "chr22" 32586422
"5861" "ENSG00000128254.9" "chr22" 32329507
"5862" "ENSG00000128266.7" "chr22" 23412540
"5863" "ENSG00000128268.11" "chr22" 39853349
"5864" "ENSG00000128271.15" "chr22" 24813847
"5865" "ENSG00000128272.10" "chr22" 39915700
"5866" "ENSG00000128274.11" "chr22" 43088127
"5867" "ENSG00000128276.6" "chr22" 32750872
"5868" "ENSG00000128283.6" "chr22" 37956454
"5869" "ENSG00000128284.15" "chr22" 36536372
"5870" "ENSG00000128285.4" "chr22" 41074754
"5871" "ENSG00000128294.11" "chr22" 26921458
"5872" "ENSG00000128298.12" "chr22" 38480896
"5873" "ENSG00000128309.12" "chr22" 37415676
"5874" "ENSG00000128310.2" "chr22" 38219389
"5875" "ENSG00000128311.9" "chr22" 37406900
"5876" "ENSG00000128313.2" "chr22" 36113919
"5877" "ENSG00000128322.6" "chr22" 23915312
"5878" "ENSG00000128335.9" "chr22" 36622256
"5879" "ENSG00000128340.10" "chr22" 37621301
"5880" "ENSG00000128342.4" "chr22" 30636436
"5881" "ENSG00000128346.6" "chr22" 38339528
"5882" "ENSG00000128383.8" "chr22" 39348746
"5883" "ENSG00000128394.12" "chr22" 39436609
"5884" "ENSG00000128408.7" "chr22" 45809572
"5885" "ENSG00000128422.11" "chr17" 39775689
"5886" "ENSG00000128463.8" "chr15" 34517200
"5887" "ENSG00000128482.11" "chr17" 19314438
"5888" "ENSG00000128487.12" "chr17" 19912657
"5889" "ENSG00000128510.6" "chr7" 129932974
"5890" "ENSG00000128512.15" "chr7" 111366166
"5891" "ENSG00000128513.10" "chr7" 124462440
"5892" "ENSG00000128519.2" "chr7" 122634759
"5893" "ENSG00000128524.4" "chr7" 128502880
"5894" "ENSG00000128534.3" "chr7" 117824086
"5895" "ENSG00000128536.11" "chr7" 105517242
"5896" "ENSG00000128563.9" "chr7" 102004319
"5897" "ENSG00000128564.5" "chr7" 100805790
"5898" "ENSG00000128567.12" "chr7" 131185021
"5899" "ENSG00000128573.18" "chr7" 113726382
"5900" "ENSG00000128578.5" "chr7" 129074274
"5901" "ENSG00000128581.11" "chr7" 100956975
"5902" "ENSG00000128585.13" "chr7" 130794855
"5903" "ENSG00000128590.4" "chr7" 108210012
"5904" "ENSG00000128591.11" "chr7" 128470431
"5905" "ENSG00000128594.3" "chr7" 127667124
"5906" "ENSG00000128595.12" "chr7" 128379346
"5907" "ENSG00000128596.12" "chr7" 128430811
"5908" "ENSG00000128602.5" "chr7" 128828713
"5909" "ENSG00000128604.14" "chr7" 128577666
"5910" "ENSG00000128606.8" "chr7" 102553438
"5911" "ENSG00000128607.9" "chr7" 129710350
"5912" "ENSG00000128609.10" "chr7" 123177051
"5913" "ENSG00000128610.7" "chr7" 121941448
"5914" "ENSG00000128617.2" "chr7" 128412545
"5915" "ENSG00000128626.7" "chr19" 39421188
"5916" "ENSG00000128641.13" "chr2" 192109911
"5917" "ENSG00000128645.11" "chr2" 177053307
"5918" "ENSG00000128652.7" "chr2" 177001340
"5919" "ENSG00000128654.9" "chr2" 177134123
"5920" "ENSG00000128655.12" "chr2" 178487980
"5921" "ENSG00000128656.9" "chr2" 175664091
"5922" "ENSG00000128683.9" "chr2" 171669723
"5923" "ENSG00000128694.7" "chr2" 190611386
"5924" "ENSG00000128699.9" "chr2" 190635049
"5925" "ENSG00000128708.8" "chr2" 172778958
"5926" "ENSG00000128709.10" "chr2" 176987088
"5927" "ENSG00000128710.5" "chr2" 176973518
"5928" "ENSG00000128713.11" "chr2" 176968944
"5929" "ENSG00000128714.5" "chr2" 176957619
"5930" "ENSG00000128731.11" "chr15" 28356186
"5931" "ENSG00000128739.16" "chr15" 25068794
"5932" "ENSG00000128789.16" "chr18" 12658737
"5933" "ENSG00000128791.7" "chr18" 9334765
"5934" "ENSG00000128802.3" "chr10" 48413092
"5935" "ENSG00000128805.10" "chr10" 49654077
"5936" "ENSG00000128815.13" "chr10" 49892921
"5937" "ENSG00000128829.7" "chr15" 40226347
"5938" "ENSG00000128833.8" "chr15" 52484519
"5939" "ENSG00000128849.9" "chr15" 57668165
"5940" "ENSG00000128872.5" "chr15" 52043758
"5941" "ENSG00000128881.12" "chr15" 43030932
"5942" "ENSG00000128886.7" "chr15" 44064798
"5943" "ENSG00000128891.11" "chr15" 40820882
"5944" "ENSG00000128908.11" "chr15" 41271078
"5945" "ENSG00000128915.7" "chr15" 60711808
"5946" "ENSG00000128917.5" "chr15" 41221538
"5947" "ENSG00000128918.10" "chr15" 58245622
"5948" "ENSG00000128923.6" "chr15" 59063391
"5949" "ENSG00000128928.4" "chr15" 40697686
"5950" "ENSG00000128944.9" "chr15" 40674922
"5951" "ENSG00000128951.9" "chr15" 48623208
"5952" "ENSG00000128965.7" "chr15" 41245160
"5953" "ENSG00000128973.7" "chr15" 68499330
"5954" "ENSG00000128989.6" "chr15" 52839242
"5955" "ENSG00000129003.11" "chr15" 62144588
"5956" "ENSG00000129007.10" "chr15" 68483043
"5957" "ENSG00000129009.8" "chr15" 74466012
"5958" "ENSG00000129028.4" "chr15" 71173681
"5959" "ENSG00000129038.11" "chr15" 74218330
"5960" "ENSG00000129048.6" "chr3" 132316081
"5961" "ENSG00000129055.8" "chr3" 134196548
"5962" "ENSG00000129071.5" "chr3" 129149787
"5963" "ENSG00000129083.8" "chr11" 14464986
"5964" "ENSG00000129084.13" "chr11" 14515329
"5965" "ENSG00000129103.13" "chr7" 56131695
"5966" "ENSG00000129116.13" "chr4" 169418217
"5967" "ENSG00000129128.8" "chr4" 177241115
"5968" "ENSG00000129151.4" "chr11" 27062272
"5969" "ENSG00000129152.3" "chr11" 17741115
"5970" "ENSG00000129158.6" "chr11" 17809595
"5971" "ENSG00000129159.6" "chr11" 17756359
"5972" "ENSG00000129167.5" "chr11" 18039111
"5973" "ENSG00000129170.4" "chr11" 19203578
"5974" "ENSG00000129173.8" "chr11" 19245610
"5975" "ENSG00000129187.10" "chr4" 183811213
"5976" "ENSG00000129194.3" "chr17" 7491496
"5977" "ENSG00000129195.11" "chr17" 6347735
"5978" "ENSG00000129197.10" "chr17" 5322961
"5979" "ENSG00000129204.12" "chr17" 5019733
"5980" "ENSG00000129214.10" "chr17" 7517382
"5981" "ENSG00000129219.9" "chr17" 4710391
"5982" "ENSG00000129221.10" "chr17" 6297013
"5983" "ENSG00000129226.9" "chr17" 7482785
"5984" "ENSG00000129235.6" "chr17" 6544078
"5985" "ENSG00000129244.4" "chr17" 7549945
"5986" "ENSG00000129245.7" "chr17" 7494548
"5987" "ENSG00000129250.7" "chr17" 4901243
"5988" "ENSG00000129255.10" "chr17" 7486847
"5989" "ENSG00000129270.11" "chr17" 34083268
"5990" "ENSG00000129277.9" "chr17" 34430983
"5991" "ENSG00000129282.8" "chr17" 34958001
"5992" "ENSG00000129292.16" "chr8" 133787618
"5993" "ENSG00000129295.4" "chr8" 133584320
"5994" "ENSG00000129315.5" "chr12" 49082247
"5995" "ENSG00000129317.10" "chr12" 44122410
"5996" "ENSG00000129347.15" "chr19" 10663761
"5997" "ENSG00000129351.13" "chr19" 10764937
"5998" "ENSG00000129353.10" "chr19" 10713133
"5999" "ENSG00000129354.7" "chr19" 10683347
"6000" "ENSG00000129355.6" "chr19" 10677138
"6001" "ENSG00000129422.9" "chr8" 17501304
"6002" "ENSG00000129437.5" "chr19" 51580752
"6003" "ENSG00000129450.4" "chr19" 51628165
"6004" "ENSG00000129451.7" "chr19" 51515995
"6005" "ENSG00000129455.11" "chr19" 51499263
"6006" "ENSG00000129460.11" "chr14" 23938897
"6007" "ENSG00000129465.11" "chr14" 24805227
"6008" "ENSG00000129467.9" "chr14" 24787555
"6009" "ENSG00000129472.8" "chr14" 21927179
"6010" "ENSG00000129473.5" "chr14" 23767999
"6011" "ENSG00000129474.11" "chr14" 23440383
"6012" "ENSG00000129480.8" "chr14" 31915242
"6013" "ENSG00000129484.9" "chr14" 20811741
"6014" "ENSG00000129493.10" "chr14" 31760994
"6015" "ENSG00000129514.4" "chr14" 38059189
"6016" "ENSG00000129515.14" "chr14" 35030300
"6017" "ENSG00000129518.4" "chr14" 34985135
"6018" "ENSG00000129521.9" "chr14" 34393437
"6019" "ENSG00000129534.9" "chr14" 45672393
"6020" "ENSG00000129535.8" "chr14" 24549316
"6021" "ENSG00000129538.9" "chr14" 21269387
"6022" "ENSG00000129559.8" "chr14" 24686058
"6023" "ENSG00000129562.6" "chr14" 23033805
"6024" "ENSG00000129566.8" "chr14" 20833826
"6025" "ENSG00000129595.8" "chr5" 111478138
"6026" "ENSG00000129596.4" "chr5" 115140430
"6027" "ENSG00000129625.8" "chr5" 112212084
"6028" "ENSG00000129636.8" "chr16" 47188298
"6029" "ENSG00000129646.9" "chr17" 74270130
"6030" "ENSG00000129654.7" "chr17" 74132414
"6031" "ENSG00000129657.10" "chr17" 75082798
"6032" "ENSG00000129667.8" "chr17" 74466973
"6033" "ENSG00000129673.5" "chr17" 74449433
"6034" "ENSG00000129675.11" "chrX" 135747706
"6035" "ENSG00000129680.11" "chrX" 135295381
"6036" "ENSG00000129682.9" "chrX" 137713735
"6037" "ENSG00000129691.11" "chr8" 37962760
"6038" "ENSG00000129696.8" "chr8" 33330904
"6039" "ENSG00000129744.2" "chr11" 3666358
"6040" "ENSG00000129749.3" "chr11" 3686817
"6041" "ENSG00000129757.8" "chr11" 2904443
"6042" "ENSG00000129810.10" "chr3" 20202085
"6043" "ENSG00000129824.11" "chrY" 2709527
"6044" "ENSG00000129864.6" "chrY" 16097652
"6045" "ENSG00000129910.3" "chr16" 89238175
"6046" "ENSG00000129911.4" "chr19" 1852399
"6047" "ENSG00000129932.3" "chr19" 3490819
"6048" "ENSG00000129933.16" "chr19" 19431490
"6049" "ENSG00000129965.9" "chr11" 2153768
"6050" "ENSG00000129968.11" "chr19" 1876809
"6051" "ENSG00000129988.5" "chr20" 36974759
"6052" "ENSG00000129990.10" "chr19" 55682567
"6053" "ENSG00000129991.8" "chr19" 55663137
"6054" "ENSG00000129993.10" "chr16" 88941266
"6055" "ENSG00000130005.7" "chr19" 1397091
"6056" "ENSG00000130021.9" "chrX" 6966961
"6057" "ENSG00000130023.11" "chr6" 170151718
"6058" "ENSG00000130024.10" "chr6" 170104001
"6059" "ENSG00000130032.11" "chrX" 150863596
"6060" "ENSG00000130035.2" "chr12" 4829507
"6061" "ENSG00000130037.3" "chr12" 5153085
"6062" "ENSG00000130038.5" "chr12" 3715799
"6063" "ENSG00000130045.11" "chr9" 91150016
"6064" "ENSG00000130052.9" "chrX" 67867508
"6065" "ENSG00000130054.4" "chrX" 68725084
"6066" "ENSG00000130055.9" "chrX" 69642881
"6067" "ENSG00000130066.12" "chrX" 23801290
"6068" "ENSG00000130119.11" "chrX" 54556644
"6069" "ENSG00000130147.11" "chr2" 235860617
"6070" "ENSG00000130150.7" "chrX" 14891563
"6071" "ENSG00000130158.9" "chr19" 11309971
"6072" "ENSG00000130159.9" "chr19" 11616731
"6073" "ENSG00000130164.7" "chr19" 11200038
